sku,price,product_id,product_name,product_tags,stock_quantity,expiration_date,product_ratings,warranty_period,product_category,manufacturing_date,product_dimensions,product_description,color_size_variations
SKU-FAS-MEN-08710,1220.84,P008710,Compact Steel Men,"limited, professional, trending",731,,2.5,3 months,Fashion,2023-08-14,18x11x19 cm,"A compact men made from steel, suitable for everyday use in the fashion category.",Colors: Blue/Green/Gold; Sizes: L/One Size/M
SKU-SPO-CYC-08711,54.51,P008711,Essential Glass Cycling,"bestseller, durable, eco-friendly, limited",1018,,5.0,6 months,Sports,2021-02-26,44x82x57 cm,"A essential cycling made from glass, suitable for everyday use in the sports category.",Colors: White/Gold/Green/Gray; Sizes: L
SKU-TOY-EDU-08712,741.16,P008712,Eco Steel Educational,"limited, new, premium, professional",142,,3.2,2 years,Toys,2024-09-02,91x47x1 cm,"A eco educational made from steel, suitable for everyday use in the toys category.",Colors: Pink; Sizes: XL/M
SKU-TOY-OUT-08713,335.33,P008713,Max Silicone Outdoor Toy,"family, limited, professional",590,,3.2,3 years,Toys,2024-07-29,29x84x11 cm,"A max outdoor toy made from silicone, suitable for everyday use in the toys category.",Colors: Gray/Brown/Pink/Gold; Sizes: XL/XS
SKU-GRO-PAN-08714,2322.23,P008714,Smart Steel Pantry,"bestseller, new",882,2025-01-21,4.1,No Warranty,Grocery,2022-09-15,76x25x23 cm,"A smart pantry made from steel, suitable for everyday use in the grocery category.",Colors: White/Black/Gold; Sizes: XL/S/L
SKU-GRO-PAN-08715,1808.06,P008715,Max Silicone Pantry,"bestseller, giftable, limited, premium",1115,2025-11-03,4.1,No Warranty,Grocery,2023-09-24,26x25x54 cm,"A max pantry made from silicone, suitable for everyday use in the grocery category.",Colors: Silver/Red/White; Sizes: M/L/S
SKU-BEA-SKI-08716,1003.99,P008716,Essential Steel Skincare,"family, premium, sale",238,2023-12-31,4.5,2 years,Beauty,2022-08-23,62x16x36 cm,"A essential skincare made from steel, suitable for everyday use in the beauty category.",Colors: Black; Sizes: One Size/L/XL
SKU-SPO-TEA-08717,72.81,P008717,Portable Plastic Team Sport,"bestseller, durable, giftable, lightweight",1128,,3.1,1 year,Sports,2021-03-10,86x37x22 cm,"A portable team sport made from plastic, suitable for everyday use in the sports category.",Colors: Pink/Silver/Brown; Sizes: XL/S
SKU-HOM-COO-08718,1941.49,P008718,Deluxe Steel Cookware,"durable, eco-friendly, premium",593,,3.8,1 year,Home & Kitchen,2021-05-17,52x45x12 cm,"A deluxe cookware made from steel, suitable for everyday use in the home & kitchen category.",Colors: Gray; Sizes: L/One Size/XS
SKU-ELE-ACC-08719,118.53,P008719,Ultra Wood Accessorie,"bestseller, limited, trending",203,,3.2,3 months,Electronics,2025-12-15,44x62x39 cm,"A ultra accessorie made from wood, suitable for everyday use in the electronics category.",Colors: Gray; Sizes: One Size
SKU-GRO-BEV-08720,1266.10,P008720,Ultra Aluminum Beverage,"durable, family, giftable, limited",780,2024-03-03,2.9,No Warranty,Grocery,2022-07-31,32x32x19 cm,"A ultra beverage made from aluminum, suitable for everyday use in the grocery category.",Colors: Red/Blue; Sizes: XS/L
SKU-OFF-STA-08721,1901.01,P008721,Portable Plastic Stationery,"bestseller, durable",1343,,4.4,3 months,Office,2025-10-30,11x20x46 cm,"A portable stationery made from plastic, suitable for everyday use in the office category.",Colors: Black/Blue; Sizes: L
SKU-BEA-HAI-08722,251.70,P008722,Smart Cotton Haircare,"family, lightweight, sale",1193,2022-11-26,4.5,3 years,Beauty,2021-09-26,100x78x16 cm,"A smart haircare made from cotton, suitable for everyday use in the beauty category.",Colors: Gray/White/Black/Gold; Sizes: XS/One Size/L
SKU-TOY-EDU-08723,1076.81,P008723,Smart Steel Educational,"bestseller, durable, premium",1397,,4.9,6 months,Toys,2021-09-21,45x75x17 cm,"A smart educational made from steel, suitable for everyday use in the toys category.",Colors: Blue/Green/Silver/Gold; Sizes: XS/S/M
SKU-BEA-MAK-08724,1255.43,P008724,Eco Silicone Makeup,"eco-friendly, lightweight, premium",1302,2028-08-04,4.2,6 months,Beauty,2025-08-28,119x80x7 cm,"A eco makeup made from silicone, suitable for everyday use in the beauty category.",Colors: Black/Pink/Brown; Sizes: XL/L
SKU-GRO-BEV-08725,137.59,P008725,Essential Steel Beverage,"limited, premium, professional",986,2024-06-04,5.0,No Warranty,Grocery,2021-09-05,42x80x40 cm,"A essential beverage made from steel, suitable for everyday use in the grocery category.",Colors: Gold; Sizes: One Size/M
SKU-GRO-SNA-08726,1183.73,P008726,Deluxe Steel Snack,"family, giftable, premium, professional",373,2027-03-29,4.4,No Warranty,Grocery,2025-12-11,17x84x45 cm,"A deluxe snack made from steel, suitable for everyday use in the grocery category.",Colors: Blue/Silver/Gold; Sizes: XS
SKU-OFF-FUR-08727,1389.88,P008727,Compact Wood Furniture,"bestseller, new",544,,4.4,3 months,Office,2021-01-31,116x20x16 cm,"A compact furniture made from wood, suitable for everyday use in the office category.",Colors: Blue/White/Gold; Sizes: M
SKU-ELE-ACC-08728,1028.13,P008728,Max Wood Accessorie,"new, professional, sale, trending",445,,4.1,6 months,Electronics,2021-02-02,61x62x59 cm,"A max accessorie made from wood, suitable for everyday use in the electronics category.",Colors: Gold/Blue/Red/Green; Sizes: XL/M/S
SKU-TOY-ACT-08729,469.00,P008729,Max Leather Action Figure,"giftable, lightweight, trending",1429,,4.2,2 years,Toys,2025-08-14,33x76x55 cm,"A max action figure made from leather, suitable for everyday use in the toys category.",Colors: Gold/Red/Silver; Sizes: M/S
SKU-BEA-WEL-08730,1475.71,P008730,Smart Silicone Wellnes,"family, trending",136,2025-07-16,3.8,1 year,Beauty,2023-12-28,28x74x10 cm,"A smart wellnes made from silicone, suitable for everyday use in the beauty category.",Colors: Pink; Sizes: One Size
SKU-ELE-AUD-08731,564.65,P008731,Portable Steel Audio,"professional, sale",713,,4.3,No Warranty,Electronics,2023-08-19,41x88x25 cm,"A portable audio made from steel, suitable for everyday use in the electronics category.",Colors: Red; Sizes: S/L/M
SKU-HOM-STO-08732,658.40,P008732,Premium Leather Storage,"bestseller, lightweight, limited, sale",787,,3.2,2 years,Home & Kitchen,2022-10-10,101x31x18 cm,"A premium storage made from leather, suitable for everyday use in the home & kitchen category.",Colors: Silver; Sizes: L/XS/XL
SKU-FAS-WOM-08733,380.18,P008733,Eco Cotton Women,"eco-friendly, new, sale, trending",135,,3.0,No Warranty,Fashion,2021-10-13,41x70x43 cm,"A eco women made from cotton, suitable for everyday use in the fashion category.",Colors: Brown/Blue/Gray; Sizes: M/One Size
SKU-OFF-ORG-08734,2375.43,P008734,Max Plastic Organization,"giftable, limited, professional",596,,3.9,No Warranty,Office,2025-06-13,26x67x59 cm,"A max organization made from plastic, suitable for everyday use in the office category.",Colors: Red/Green; Sizes: XL/One Size/L
SKU-HOM-DEC-08735,2207.54,P008735,Max Aluminum Decor,"durable, lightweight, professional, sale",1264,,2.9,3 years,Home & Kitchen,2025-03-16,96x21x28 cm,"A max decor made from aluminum, suitable for everyday use in the home & kitchen category.",Colors: Brown/Pink; Sizes: XS/One Size
SKU-GRO-PAN-08736,655.94,P008736,Premium Steel Pantry,"lightweight, trending",776,2027-01-20,4.4,No Warranty,Grocery,2024-09-09,91x73x45 cm,"A premium pantry made from steel, suitable for everyday use in the grocery category.",Colors: Gold/Red/Brown; Sizes: M/S
SKU-FAS-KID-08737,2125.49,P008737,Pro Cotton Kid,"limited, sale",411,,2.8,3 months,Fashion,2024-10-15,21x26x25 cm,"A pro kid made from cotton, suitable for everyday use in the fashion category.",Colors: Green/Gray; Sizes: M/XL/S
SKU-TOY-ACT-08738,2227.17,P008738,Eco Cotton Action Figure,"eco-friendly, giftable, premium, trending",904,,2.6,2 years,Toys,2024-09-18,67x18x50 cm,"A eco action figure made from cotton, suitable for everyday use in the toys category.",Colors: Black/Pink/Red; Sizes: L
SKU-TOY-EDU-08739,741.14,P008739,Eco Silicone Educational,"bestseller, giftable, trending",1309,,4.1,3 years,Toys,2022-12-19,41x43x24 cm,"A eco educational made from silicone, suitable for everyday use in the toys category.",Colors: Blue/Black/Gold; Sizes: M/S
SKU-FAS-BAG-08740,2437.71,P008740,Pro Silicone Bag,"family, premium",241,,5.0,6 months,Fashion,2025-06-15,40x28x55 cm,"A pro bag made from silicone, suitable for everyday use in the fashion category.",Colors: Brown/Gray/Gold/White; Sizes: M/L/One Size
SKU-TOY-BOA-08741,1338.99,P008741,Classic Plastic Board Game,"bestseller, lightweight, limited, trending",56,,3.3,1 year,Toys,2025-07-21,32x80x15 cm,"A classic board game made from plastic, suitable for everyday use in the toys category.",Colors: Pink; Sizes: L
SKU-GRO-PAN-08742,814.06,P008742,Max Wood Pantry,"family, giftable, limited",290,2027-05-30,3.4,No Warranty,Grocery,2025-02-11,91x40x39 cm,"A max pantry made from wood, suitable for everyday use in the grocery category.",Colors: Green; Sizes: XS/L
SKU-SPO-FIT-08743,430.48,P008743,Essential Silicone Fitnes,"limited, new, premium",298,,4.3,3 months,Sports,2021-03-19,95x5x43 cm,"A essential fitnes made from silicone, suitable for everyday use in the sports category.",Colors: Red/Black/Blue; Sizes: XL/L/XS
SKU-TOY-BOA-08744,116.66,P008744,Max Glass Board Game,"family, premium, professional",328,,2.6,2 years,Toys,2025-08-29,29x27x40 cm,"A max board game made from glass, suitable for everyday use in the toys category.",Colors: Green/Silver/Gray; Sizes: XL/L/XS
SKU-HOM-APP-08745,1034.55,P008745,Mini Plastic Appliance,"eco-friendly, limited, trending",572,,3.4,1 year,Home & Kitchen,2021-06-08,40x68x4 cm,"A mini appliance made from plastic, suitable for everyday use in the home & kitchen category.",Colors: White/Gold/Gray; Sizes: One Size/L
SKU-FAS-BAG-08746,369.78,P008746,Pro Steel Bag,"giftable, trending",830,,4.2,2 years,Fashion,2024-12-01,112x51x10 cm,"A pro bag made from steel, suitable for everyday use in the fashion category.",Colors: Red/Gray/Blue; Sizes: XS/L/M
SKU-FAS-WOM-08747,420.98,P008747,Compact Wood Women,"eco-friendly, giftable, trending",1367,,3.9,1 year,Fashion,2021-01-03,92x40x2 cm,"A compact women made from wood, suitable for everyday use in the fashion category.",Colors: White/Black/Brown; Sizes: XS
SKU-GRO-SNA-08748,33.51,P008748,Portable Wood Snack,"family, giftable, professional",522,2023-06-13,3.4,No Warranty,Grocery,2021-02-09,78x88x60 cm,"A portable snack made from wood, suitable for everyday use in the grocery category.",Colors: Silver/Pink; Sizes: S
SKU-TOY-ACT-08749,156.65,P008749,Premium Aluminum Action Figure,"eco-friendly, professional, sale",146,,4.0,6 months,Toys,2025-01-11,67x71x29 cm,"A premium action figure made from aluminum, suitable for everyday use in the toys category.",Colors: Brown/Black/Gold; Sizes: XL/S/One Size
SKU-BEA-FRA-08750,1979.49,P008750,Max Steel Fragrance,"eco-friendly, new, premium",822,2025-07-24,3.2,2 years,Beauty,2023-07-25,85x29x42 cm,"A max fragrance made from steel, suitable for everyday use in the beauty category.",Colors: Silver/Gray; Sizes: One Size
SKU-GRO-FRO-08751,1390.75,P008751,Eco Cotton Frozen,"durable, eco-friendly, new",87,2024-06-23,3.4,No Warranty,Grocery,2022-07-18,105x63x18 cm,"A eco frozen made from cotton, suitable for everyday use in the grocery category.",Colors: Gold; Sizes: L
SKU-FAS-MEN-08752,41.66,P008752,Mini Plastic Men,"eco-friendly, new, sale, trending",343,,3.0,6 months,Fashion,2025-10-02,65x72x56 cm,"A mini men made from plastic, suitable for everyday use in the fashion category.",Colors: Gold; Sizes: XL/One Size
SKU-ELE-ACC-08753,1236.95,P008753,Portable Silicone Accessorie,"durable, eco-friendly, giftable, professional",1028,,4.9,3 months,Electronics,2021-02-16,5x78x20 cm,"A portable accessorie made from silicone, suitable for everyday use in the electronics category.",Colors: Red/Gray; Sizes: L/XL/M
SKU-ELE-AUD-08754,1349.94,P008754,Deluxe Wood Audio,"limited, new, sale",1253,,5.0,3 months,Electronics,2022-12-07,8x47x21 cm,"A deluxe audio made from wood, suitable for everyday use in the electronics category.",Colors: Pink/Silver/Green/Gold; Sizes: XL/One Size
SKU-TOY-BOA-08755,195.76,P008755,Portable Glass Board Game,"bestseller, eco-friendly, new",1339,,2.6,6 months,Toys,2025-07-18,28x18x50 cm,"A portable board game made from glass, suitable for everyday use in the toys category.",Colors: Pink/Black/Gold/Blue; Sizes: XS/One Size
SKU-OFF-FUR-08756,2135.23,P008756,Mini Aluminum Furniture,"giftable, new",330,,3.2,3 months,Office,2023-01-30,96x28x23 cm,"A mini furniture made from aluminum, suitable for everyday use in the office category.",Colors: Green/Red/Silver/Gold; Sizes: S/XL/One Size
SKU-BEA-FRA-08757,376.25,P008757,Essential Plastic Fragrance,"eco-friendly, giftable, limited",813,2025-03-30,2.9,1 year,Beauty,2022-08-08,105x50x27 cm,"A essential fragrance made from plastic, suitable for everyday use in the beauty category.",Colors: Gray/Blue/White/Pink; Sizes: S/XS/One Size
SKU-TOY-PUZ-08758,1851.04,P008758,Max Plastic Puzzle,"durable, eco-friendly, new, premium",547,,4.4,6 months,Toys,2023-03-27,8x81x16 cm,"A max puzzle made from plastic, suitable for everyday use in the toys category.",Colors: Red; Sizes: M
SKU-SPO-TEA-08759,606.58,P008759,Mini Steel Team Sport,"premium, professional, sale",873,,2.7,2 years,Sports,2025-02-19,108x86x34 cm,"A mini team sport made from steel, suitable for everyday use in the sports category.",Colors: Gray; Sizes: One Size
SKU-FAS-BAG-08760,2212.59,P008760,Essential Leather Bag,"durable, new, sale, trending",264,,4.4,No Warranty,Fashion,2025-11-27,101x87x50 cm,"A essential bag made from leather, suitable for everyday use in the fashion category.",Colors: Silver/Gold; Sizes: XS
SKU-BEA-FRA-08761,1114.74,P008761,Max Aluminum Fragrance,"eco-friendly, family, new, trending",78,2024-11-12,4.5,3 years,Beauty,2024-04-19,10x38x13 cm,"A max fragrance made from aluminum, suitable for everyday use in the beauty category.",Colors: Gold; Sizes: M/XL/XS
SKU-OFF-FUR-08762,1588.04,P008762,Smart Leather Furniture,"premium, professional",1012,,3.8,3 months,Office,2021-10-28,58x81x51 cm,"A smart furniture made from leather, suitable for everyday use in the office category.",Colors: Gold/Silver/Blue/Black; Sizes: One Size/XL/XS
SKU-ELE-ACC-08763,364.34,P008763,Mini Silicone Accessorie,"family, lightweight, limited, professional",1113,,4.6,2 years,Electronics,2024-04-11,79x83x15 cm,"A mini accessorie made from silicone, suitable for everyday use in the electronics category.",Colors: Pink/Green/Red; Sizes: One Size/M/XL
SKU-TOY-ACT-08764,1036.76,P008764,Max Cotton Action Figure,"professional, trending",1387,,4.6,1 year,Toys,2022-12-10,11x53x3 cm,"A max action figure made from cotton, suitable for everyday use in the toys category.",Colors: Blue/Gray/Silver; Sizes: XL/S/M
SKU-ELE-WEA-08765,1726.58,P008765,Pro Plastic Wearable,"family, giftable, premium",1003,,2.5,No Warranty,Electronics,2024-02-12,37x5x30 cm,"A pro wearable made from plastic, suitable for everyday use in the electronics category.",Colors: Black/Gray/White/Brown; Sizes: XL
SKU-SPO-FIT-08766,672.94,P008766,Smart Wood Fitnes,"lightweight, professional",837,,2.7,No Warranty,Sports,2024-06-02,77x27x3 cm,"A smart fitnes made from wood, suitable for everyday use in the sports category.",Colors: Gold/Red/Blue/Silver; Sizes: S/One Size/M
SKU-ELE-AUD-08767,1784.85,P008767,Classic Steel Audio,"bestseller, limited, new, premium",1030,,3.2,3 months,Electronics,2023-08-11,33x41x42 cm,"A classic audio made from steel, suitable for everyday use in the electronics category.",Colors: Pink/Green/Brown/Gray; Sizes: XL/One Size
SKU-ELE-LAP-08768,441.60,P008768,Portable Leather Laptop,"family, trending",1038,,3.5,No Warranty,Electronics,2025-06-30,91x38x10 cm,"A portable laptop made from leather, suitable for everyday use in the electronics category.",Colors: Silver/White; Sizes: L
SKU-OFF-TEC-08769,730.07,P008769,Pro Glass Tech,"bestseller, eco-friendly, new, professional",1470,,4.8,No Warranty,Office,2024-01-31,14x64x33 cm,"A pro tech made from glass, suitable for everyday use in the office category.",Colors: Gold/Silver/Green/Pink; Sizes: S
SKU-OFF-ORG-08770,2208.08,P008770,Ultra Glass Organization,"premium, professional, trending",1407,,3.3,No Warranty,Office,2021-12-01,73x18x18 cm,"A ultra organization made from glass, suitable for everyday use in the office category.",Colors: Brown; Sizes: One Size/XS/L
SKU-GRO-BEV-08771,1581.82,P008771,Portable Aluminum Beverage,"bestseller, eco-friendly, professional",29,2021-12-05,2.9,No Warranty,Grocery,2021-05-21,114x44x49 cm,"A portable beverage made from aluminum, suitable for everyday use in the grocery category.",Colors: White; Sizes: M
SKU-GRO-PAN-08772,1526.56,P008772,Eco Wood Pantry,"lightweight, premium, trending",911,2025-09-06,4.9,No Warranty,Grocery,2023-07-08,114x89x5 cm,"A eco pantry made from wood, suitable for everyday use in the grocery category.",Colors: Blue; Sizes: One Size
SKU-FAS-WOM-08773,2469.98,P008773,Portable Cotton Women,"giftable, lightweight, new, professional",817,,2.6,2 years,Fashion,2021-11-10,60x80x31 cm,"A portable women made from cotton, suitable for everyday use in the fashion category.",Colors: Black/Green; Sizes: L/S/XS
SKU-TOY-BOA-08774,416.88,P008774,Portable Silicone Board Game,"eco-friendly, professional",928,,2.8,6 months,Toys,2022-01-22,20x16x13 cm,"A portable board game made from silicone, suitable for everyday use in the toys category.",Colors: Pink/Brown; Sizes: S
SKU-HOM-APP-08775,184.39,P008775,Smart Silicone Appliance,"family, premium, professional",965,,3.3,3 years,Home & Kitchen,2021-09-15,35x29x34 cm,"A smart appliance made from silicone, suitable for everyday use in the home & kitchen category.",Colors: Brown; Sizes: XS/M
SKU-FAS-BAG-08776,1283.47,P008776,Max Plastic Bag,"bestseller, premium",1004,,5.0,No Warranty,Fashion,2025-12-18,8x34x25 cm,"A max bag made from plastic, suitable for everyday use in the fashion category.",Colors: Silver/Red; Sizes: One Size
SKU-GRO-FRO-08777,1943.37,P008777,Mini Aluminum Frozen,"durable, eco-friendly, sale",12,2025-09-03,3.0,No Warranty,Grocery,2023-05-30,103x10x6 cm,"A mini frozen made from aluminum, suitable for everyday use in the grocery category.",Colors: Red/Brown/Silver; Sizes: M
SKU-OFF-PRI-08778,1182.90,P008778,Smart Leather Printing,"durable, eco-friendly, new, premium",1358,,2.7,1 year,Office,2022-07-10,32x83x3 cm,"A smart printing made from leather, suitable for everyday use in the office category.",Colors: Green/Pink; Sizes: M
SKU-FAS-WOM-08779,2210.91,P008779,Eco Cotton Women,"giftable, new, professional, trending",865,,4.9,2 years,Fashion,2025-06-04,93x37x38 cm,"A eco women made from cotton, suitable for everyday use in the fashion category.",Colors: White/Blue/Pink/Brown; Sizes: S/M
SKU-HOM-DEC-08780,816.36,P008780,Max Aluminum Decor,"eco-friendly, family, new, trending",362,,4.9,3 months,Home & Kitchen,2025-02-12,64x50x16 cm,"A max decor made from aluminum, suitable for everyday use in the home & kitchen category.",Colors: Silver; Sizes: One Size
SKU-GRO-FRO-08781,1861.26,P008781,Eco Aluminum Frozen,"bestseller, lightweight, premium, sale",749,2026-12-22,5.0,No Warranty,Grocery,2025-10-06,53x11x17 cm,"A eco frozen made from aluminum, suitable for everyday use in the grocery category.",Colors: Brown/White; Sizes: XS/XL
SKU-OFF-STA-08782,836.46,P008782,Ultra Leather Stationery,"durable, new, sale",1287,,4.9,No Warranty,Office,2021-12-23,59x18x30 cm,"A ultra stationery made from leather, suitable for everyday use in the office category.",Colors: Gold/Red/Brown/Pink; Sizes: XS
SKU-TOY-ACT-08783,2406.63,P008783,Portable Aluminum Action Figure,"family, professional, trending",1220,,3.0,3 years,Toys,2023-05-07,76x26x1 cm,"A portable action figure made from aluminum, suitable for everyday use in the toys category.",Colors: Blue/Silver/Gray/Pink; Sizes: XL
SKU-FAS-MEN-08784,2144.97,P008784,Compact Wood Men,"bestseller, sale, trending",123,,2.6,6 months,Fashion,2021-03-14,6x34x4 cm,"A compact men made from wood, suitable for everyday use in the fashion category.",Colors: White/Gray/Black/Green; Sizes: M/One Size
SKU-GRO-SNA-08785,1258.17,P008785,Compact Silicone Snack,"bestseller, sale",1289,2025-04-01,3.7,No Warranty,Grocery,2024-06-20,114x48x16 cm,"A compact snack made from silicone, suitable for everyday use in the grocery category.",Colors: Black/Green/Pink/Gold; Sizes: M/XS/One Size
SKU-TOY-ACT-08786,241.18,P008786,Compact Glass Action Figure,"durable, trending",100,,4.7,2 years,Toys,2022-08-01,33x40x23 cm,"A compact action figure made from glass, suitable for everyday use in the toys category.",Colors: Blue; Sizes: XL/S
SKU-SPO-OUT-08787,2462.69,P008787,Mini Leather Outdoor,"durable, lightweight, sale",857,,2.6,3 years,Sports,2022-10-26,113x75x54 cm,"A mini outdoor made from leather, suitable for everyday use in the sports category.",Colors: Red; Sizes: L/One Size/M
SKU-BEA-SKI-08788,1653.70,P008788,Ultra Steel Skincare,"durable, limited, new, premium",900,2023-02-27,4.6,2 years,Beauty,2022-04-30,93x63x56 cm,"A ultra skincare made from steel, suitable for everyday use in the beauty category.",Colors: Pink/Black/Gray; Sizes: XL/S
SKU-GRO-SNA-08789,145.43,P008789,Eco Wood Snack,"eco-friendly, giftable",1118,2025-01-06,3.5,No Warranty,Grocery,2022-03-04,105x57x47 cm,"A eco snack made from wood, suitable for everyday use in the grocery category.",Colors: Silver/Black; Sizes: XL
SKU-GRO-BEV-08790,1713.51,P008790,Deluxe Cotton Beverage,"durable, giftable, new, professional",774,2025-05-18,4.3,No Warranty,Grocery,2023-07-31,89x74x52 cm,"A deluxe beverage made from cotton, suitable for everyday use in the grocery category.",Colors: Blue/Silver/Green; Sizes: S/M
SKU-HOM-FUR-08791,1253.52,P008791,Eco Wood Furniture,"lightweight, limited, new",107,,2.5,1 year,Home & Kitchen,2025-08-01,70x10x26 cm,"A eco furniture made from wood, suitable for everyday use in the home & kitchen category.",Colors: Green/Red; Sizes: XL
SKU-TOY-PUZ-08792,348.83,P008792,Compact Cotton Puzzle,"eco-friendly, sale",274,,4.9,3 months,Toys,2021-11-20,10x35x21 cm,"A compact puzzle made from cotton, suitable for everyday use in the toys category.",Colors: White; Sizes: M/XS
SKU-SPO-CYC-08793,408.92,P008793,Deluxe Leather Cycling,"durable, professional",488,,2.6,6 months,Sports,2022-06-21,7x22x10 cm,"A deluxe cycling made from leather, suitable for everyday use in the sports category.",Colors: Silver; Sizes: XL
SKU-GRO-PAN-08794,2468.22,P008794,Deluxe Glass Pantry,"bestseller, sale",1183,2025-01-28,4.7,No Warranty,Grocery,2022-05-31,113x47x5 cm,"A deluxe pantry made from glass, suitable for everyday use in the grocery category.",Colors: Gray; Sizes: One Size/XS
SKU-ELE-LAP-08795,1362.34,P008795,Eco Leather Laptop,"premium, professional",868,,3.3,1 year,Electronics,2024-11-13,8x59x33 cm,"A eco laptop made from leather, suitable for everyday use in the electronics category.",Colors: Gold/Silver; Sizes: S
SKU-TOY-BOA-08796,1202.12,P008796,Deluxe Steel Board Game,"eco-friendly, new",977,,3.0,1 year,Toys,2025-07-29,46x11x38 cm,"A deluxe board game made from steel, suitable for everyday use in the toys category.",Colors: Red/Black/Brown; Sizes: One Size/XL
SKU-FAS-BAG-08797,134.58,P008797,Eco Plastic Bag,"eco-friendly, new",815,,2.8,6 months,Fashion,2025-08-31,51x68x27 cm,"A eco bag made from plastic, suitable for everyday use in the fashion category.",Colors: Black/Pink/Green; Sizes: XS/S/M
SKU-FAS-WOM-08798,1312.02,P008798,Max Silicone Women,"lightweight, premium, sale",751,,3.4,3 years,Fashion,2025-01-03,106x36x36 cm,"A max women made from silicone, suitable for everyday use in the fashion category.",Colors: Green/Gold/Blue; Sizes: M
SKU-OFF-FUR-08799,2118.16,P008799,Max Leather Furniture,"durable, new, premium",311,,3.0,1 year,Office,2023-05-11,49x88x28 cm,"A max furniture made from leather, suitable for everyday use in the office category.",Colors: Black/Gold/Gray/Red; Sizes: One Size/XL
SKU-OFF-STA-08800,1229.66,P008800,Eco Glass Stationery,"durable, family, giftable, sale",751,,4.8,6 months,Office,2024-10-11,49x72x19 cm,"A eco stationery made from glass, suitable for everyday use in the office category.",Colors: White/Brown/Red/Pink; Sizes: M/S
SKU-GRO-PAN-08801,1305.86,P008801,Compact Plastic Pantry,"giftable, sale",673,2025-08-14,2.9,No Warranty,Grocery,2022-08-20,54x31x57 cm,"A compact pantry made from plastic, suitable for everyday use in the grocery category.",Colors: Blue/Pink/Brown/Gold; Sizes: XL/One Size
SKU-GRO-BEV-08802,1105.26,P008802,Essential Glass Beverage,"bestseller, durable, professional, trending",171,2022-07-05,4.1,No Warranty,Grocery,2021-11-18,72x34x55 cm,"A essential beverage made from glass, suitable for everyday use in the grocery category.",Colors: Red; Sizes: XS
SKU-SPO-FIT-08803,548.23,P008803,Smart Cotton Fitnes,"bestseller, durable",1396,,4.1,No Warranty,Sports,2022-12-30,41x48x39 cm,"A smart fitnes made from cotton, suitable for everyday use in the sports category.",Colors: Silver; Sizes: XS
SKU-ELE-WEA-08804,1019.25,P008804,Ultra Silicone Wearable,"eco-friendly, limited",1258,,4.7,2 years,Electronics,2022-10-09,74x55x39 cm,"A ultra wearable made from silicone, suitable for everyday use in the electronics category.",Colors: Black/Blue/White/Green; Sizes: S/L/XS
SKU-HOM-APP-08805,1993.76,P008805,Compact Plastic Appliance,"limited, professional",1227,,3.3,3 years,Home & Kitchen,2022-11-07,59x27x33 cm,"A compact appliance made from plastic, suitable for everyday use in the home & kitchen category.",Colors: Pink/Blue/Silver/White; Sizes: XS/L/One Size
SKU-HOM-COO-08806,642.40,P008806,Premium Wood Cookware,"lightweight, limited, professional, trending",191,,3.6,1 year,Home & Kitchen,2021-02-05,19x19x7 cm,"A premium cookware made from wood, suitable for everyday use in the home & kitchen category.",Colors: Gold/Black; Sizes: L
SKU-HOM-DEC-08807,2038.01,P008807,Classic Cotton Decor,"durable, trending",280,,4.0,6 months,Home & Kitchen,2023-01-11,95x17x5 cm,"A classic decor made from cotton, suitable for everyday use in the home & kitchen category.",Colors: Gold; Sizes: XS
SKU-FAS-KID-08808,12.41,P008808,Deluxe Silicone Kid,"eco-friendly, lightweight, premium",437,,4.7,6 months,Fashion,2025-05-07,117x78x38 cm,"A deluxe kid made from silicone, suitable for everyday use in the fashion category.",Colors: Black/Silver; Sizes: One Size/XS/L
SKU-FAS-WOM-08809,211.42,P008809,Compact Wood Women,"lightweight, limited, professional, sale",641,,2.8,3 years,Fashion,2022-06-05,71x53x45 cm,"A compact women made from wood, suitable for everyday use in the fashion category.",Colors: Black/Green/Gray/Red; Sizes: M/XS
SKU-SPO-ACC-08810,2387.27,P008810,Premium Leather Accessorie,"bestseller, durable, family, professional",392,,3.7,3 months,Sports,2023-12-01,55x75x32 cm,"A premium accessorie made from leather, suitable for everyday use in the sports category.",Colors: Gray/White/Brown/Pink; Sizes: L
SKU-FAS-BAG-08811,1407.03,P008811,Max Cotton Bag,"limited, new, sale, trending",1325,,4.6,6 months,Fashion,2022-06-23,45x67x48 cm,"A max bag made from cotton, suitable for everyday use in the fashion category.",Colors: Pink/White/Gray/Brown; Sizes: XL
SKU-TOY-OUT-08812,2407.11,P008812,Smart Wood Outdoor Toy,"giftable, sale",760,,2.5,1 year,Toys,2022-06-04,14x61x17 cm,"A smart outdoor toy made from wood, suitable for everyday use in the toys category.",Colors: Gray/White; Sizes: One Size/M/XL
SKU-SPO-OUT-08813,2331.54,P008813,Compact Leather Outdoor,"bestseller, family",105,,2.9,2 years,Sports,2022-05-01,116x67x31 cm,"A compact outdoor made from leather, suitable for everyday use in the sports category.",Colors: Black/Red/White; Sizes: L
SKU-TOY-OUT-08814,2069.08,P008814,Ultra Aluminum Outdoor Toy,"bestseller, family, professional, trending",722,,2.6,6 months,Toys,2021-03-23,60x8x4 cm,"A ultra outdoor toy made from aluminum, suitable for everyday use in the toys category.",Colors: Green/Red; Sizes: M/L
